FLIGHT LOG
t, z, x, theta, rpm1, rpm2, v_z, v_x, omega, pred_theta, del_rpm
5487.000, 16902.116, 0.000, 0.000, 9646.172, 9646.172, 15.00, 0.00, 0.00, 0.000, 0.000
5488.000, 16921.673, 0.000, 0.000, 9644.483, 9644.483, 15.00, 0.00, 0.00, 0.000, 0.000
5489.000, 16941.227, 0.000, 0.000, 9642.793, 9642.793, 15.00, 0.00, 0.00, 0.000, 0.000
5490.000, 16960.780, 0.000, 0.000, 9641.101, 9641.101, 15.00, 0.00, 0.00, 0.000, 0.000
5491.000, 16980.331, 0.000, 0.000, 9639.407, 9639.407, 15.00, 0.00, 0.00, 0.000, 0.000
5492.000, 16999.881, 0.000, 0.000, 9637.711, 9637.711, 15.00, 0.00, 0.00, 0.000, 0.000
5493.000, 17019.429, 0.000, 0.000, 9636.013, 9636.013, 15.00, 0.00, 0.00, 0.000, 0.000
5494.000, 17038.975, 0.000, 0.000, 9634.313, 9634.313, 15.00, 0.00, 0.00, 0.000, 0.000
5495.000, 17058.520, 0.000, 0.000, 9632.611, 9632.611, 15.00, 0.00, 0.00, 0.000, 0.000
5496.000, 17078.063, 0.000, 0.000, 9630.907, 9630.907, 15.00, 0.00, 0.00, 0.000, 0.000
5497.000, 17097.604, 0.000, 0.000, 9629.202, 9629.202, 15.00, 0.00, 0.00, 0.000, 0.000
5498.000, 17117.144, 0.000, 0.000, 9627.494, 9627.494, 15.00, 0.00, 0.00, 0.000, 0.000
5499.000, 17136.681, 0.000, 0.000, 9625.784, 9625.784, 15.00, 0.00, 0.00, 0.000, 0.000
5500.000, 17156.218, 0.000, 0.000, 9624.072, 9624.072, 15.00, 0.00, 0.00, 0.000, 0.000
5501.000, 17175.752, 0.000, 0.000, 9622.359, 9622.359, 15.00, 0.00, 0.00, 0.000, 0.000
5502.000, 17195.285, 0.000, 0.000, 9620.643, 9620.643, 15.00, 0.00, 0.00, 0.000, 0.000
5503.000, 17214.816, 0.000, 0.000, 9618.926, 9618.926, 15.00, 0.00, 0.00, 0.000, 0.000
5504.000, 17234.346, 0.000, 0.000, 9617.206, 9617.206, 15.00, 0.00, 0.00, 0.000, 0.000
5505.000, 17253.873, 0.000, 0.000, 9615.485, 9615.485, 15.00, 0.00, 0.00, 0.000, 0.000
5506.000, 17273.400, 0.000, 0.000, 9613.761, 9613.761, 15.00, 0.00, 0.00, 0.000, 0.000
5507.000, 17292.924, 0.000, 0.000, 9612.036, 9612.036, 15.00, 0.00, 0.00, 0.000, 0.000
5508.000, 17312.447, 0.000, 0.000, 9610.309, 9610.309, 15.00, 0.00, 0.00, 0.000, 0.000
5509.000, 17331.968, 0.000, 0.000, 9608.580, 9608.580, 15.00, 0.00, 0.00, 0.000, 0.000
5510.000, 17351.487, 0.000, 0.000, 9606.848, 9606.848, 15.00, 0.00, 0.00, 0.000, 0.000
5511.000, 17371.005, 0.000, 0.000, 9605.115, 9605.115, 15.00, 0.00, 0.00, 0.000, 0.000
5512.000, 17390.521, 0.000, 0.000, 9603.380, 9603.380, 15.00, 0.00, 0.00, 0.000, 0.000
5513.000, 17410.035, 0.000, 0.000, 9601.643, 9601.643, 15.00, 0.00, 0.00, 0.000, 0.000
5514.000, 17429.547, 0.000, 0.000, 9599.904, 9599.904, 15.00, 0.00, 0.00, 0.000, 0.000
5515.000, 17449.058, 0.000, 0.000, 9598.163, 9598.163, 15.00, 0.00, 0.00, 0.000, 0.000
5516.000, 17468.567, 0.000, 0.000, 9596.420, 9596.420, 15.00, 0.00, 0.00, 0.000, 0.000
5517.000, 17488.075, 0.000, 0.000, 9594.675, 9594.675, 15.00, 0.00, 0.00, 0.000, 0.000
5518.000, 17507.580, 0.000, 0.000, 9592.929, 9592.929, 15.00, 0.00, 0.00, 0.000, 0.000
5519.000, 17527.084, 0.000, 0.000, 9591.180, 9591.180, 15.00, 0.00, 0.00, 0.000, 0.000
5520.000, 17546.586, 0.000, 0.000, 9589.429, 9589.429, 15.00, 0.00, 0.00, 0.000, 0.000
5521.000, 17566.087, 0.000, 0.000, 9587.676, 9587.676, 15.00, 0.00, 0.00, 0.000, 0.000
5522.000, 17585.586, 0.000, 0.000, 9585.922, 9585.922, 15.00, 0.00, 0.00, 0.000, 0.000
5523.000, 17605.083, 0.000, 0.000, 9584.165, 9584.165, 15.00, 0.00, 0.00, 0.000, 0.000
5524.000, 17624.578, 0.000, 0.000, 9582.407, 9582.407, 15.00, 0.00, 0.00, 0.000, 0.000
5525.000, 17644.072, 0.000, 0.000, 9580.646, 9580.646, 15.00, 0.00, 0.00, 0.000, 0.000
5526.000, 17663.564, 0.000, 0.000, 9578.884, 9578.884, 15.00, 0.00, 0.00, 0.000, 0.000
5527.000, 17683.054, 0.000, 0.000, 9577.120, 9577.120, 15.00, 0.00, 0.00, 0.000, 0.000
5528.000, 17702.542, 0.000, 0.000, 9575.353, 9575.353, 15.00, 0.00, 0.00, 0.000, 0.000
5529.000, 17722.029, 0.000, 0.000, 9573.585, 9573.585, 15.00, 0.00, 0.00, 0.000, 0.000
5530.000, 17741.514, 0.000, 0.000, 9571.815, 9571.815, 15.00, 0.00, 0.00, 0.000, 0.000
5531.000, 17760.997, 0.000, 0.000, 9570.043, 9570.043, 15.00, 0.00, 0.00, 0.000, 0.000
5532.000, 17780.478, 0.000, 0.000, 9568.268, 9568.268, 15.00, 0.00, 0.00, 0.000, 0.000
5533.000, 17799.958, 0.000, 0.000, 9566.492, 9566.492, 15.00, 0.00, 0.00, 0.000, 0.000
5534.000, 17819.436, 0.000, 0.000, 9564.714, 9564.714, 15.00, 0.00, 0.00, 0.000, 0.000
5535.000, 17838.912, 0.000, 0.000, 9562.935, 9562.935, 15.00, 0.00, 0.00, 0.000, 0.000
5536.000, 17858.387, 0.000, 0.000, 9561.153, 9561.153, 15.00, 0.00, 0.00, 0.000, 0.000
5537.000, 17877.860, 0.000, 0.000, 9559.369, 9559.369, 15.00, 0.00, 0.00, 0.000, 0.000
5538.000, 17897.331, 0.000, 0.000, 9557.583, 9557.583, 15.00, 0.00, 0.00, 0.000, 0.000
5539.000, 17916.800, 0.000, 0.000, 9555.795, 9555.795, 15.00, 0.00, 0.00, 0.000, 0.000
5540.000, 17936.267, 0.000, 0.000, 9554.006, 9554.006, 15.00, 0.00, 0.00, 0.000, 0.000
5541.000, 17955.733, 0.000, 0.000, 9552.214, 9552.214, 15.00, 0.00, 0.00, 0.000, 0.000
5542.000, 17975.197, 0.000, 0.000, 9550.420, 9550.420, 15.00, 0.00, 0.00, 0.000, 0.000
5543.000, 17994.659, 0.000, 0.000, 9548.625, 9548.625, 15.00, 0.00, 0.00, 0.000, 0.000
5544.000, 18014.120, 0.000, 0.000, 9546.827, 9546.827, 15.00, 0.00, 0.00, 0.000, 0.000
5545.000, 18033.578, 0.000, 0.000, 9545.028, 9545.028, 15.00, 0.00, 0.00, 0.000, 0.000
5546.000, 18053.035, 0.000, 0.000, 9543.227, 9543.227, 15.00, 0.00, 0.00, 0.000, 0.000
5547.000, 18072.490, 0.000, 0.000, 9541.423, 9541.423, 15.00, 0.00, 0.00, 0.000, 0.000
5548.000, 18091.944, 0.000, 0.000, 9539.618, 9539.618, 15.00, 0.00, 0.00, 0.000, 0.000
5549.000, 18111.395, 0.000, 0.000, 9537.811, 9537.811, 15.00, 0.00, 0.00, 0.000, 0.000
5550.000, 18130.845, 0.000, 0.000, 9536.002, 9536.002, 15.00, 0.00, 0.00, 0.000, 0.000
5551.000, 18150.293, 0.000, 0.000, 9534.191, 9534.191, 15.00, 0.00, 0.00, 0.000, 0.000
5552.000, 18169.739, 0.000, 0.000, 9532.378, 9532.378, 15.00, 0.00, 0.00, 0.000, 0.000
5553.000, 18189.184, 0.000, 0.000, 9530.563, 9530.563, 15.00, 0.00, 0.00, 0.000, 0.000
5554.000, 18208.627, 0.000, 0.000, 9528.746, 9528.746, 15.00, 0.00, 0.00, 0.000, 0.000
5555.000, 18228.068, 0.000, 0.000, 9526.927, 9526.927, 15.00, 0.00, 0.00, 0.000, 0.000
5556.000, 18247.507, 0.000, 0.000, 9525.106, 9525.106, 15.00, 0.00, 0.00, 0.000, 0.000
5557.000, 18266.944, 0.000, 0.000, 9523.283, 9523.283, 15.00, 0.00, 0.00, 0.000, 0.000
5558.000, 18286.380, 0.000, 0.000, 9521.459, 9521.459, 15.00, 0.00, 0.00, 0.000, 0.000
5559.000, 18305.813, 0.000, 0.000, 9519.632, 9519.632, 15.00, 0.00, 0.00, 0.000, 0.000
5560.000, 18325.245, 0.000, 0.000, 9517.803, 9517.803, 15.00, 0.00, 0.00, 0.000, 0.000
5561.000, 18344.675, 0.000, 0.000, 9515.973, 9515.973, 15.00, 0.00, 0.00, 0.000, 0.000
5562.000, 18364.104, 0.000, 0.000, 9514.140, 9514.140, 15.00, 0.00, 0.00, 0.000, 0.000
5563.000, 18383.530, 0.000, 0.000, 9512.306, 9512.306, 15.00, 0.00, 0.00, 0.000, 0.000
5564.000, 18402.955, 0.000, 0.000, 9510.470, 9510.470, 15.00, 0.00, 0.00, 0.000, 0.000
5565.000, 18422.378, 0.000, 0.000, 9508.631, 9508.631, 15.00, 0.00, 0.00, 0.000, 0.000
5566.000, 18441.799, 0.000, 0.000, 9506.791, 9506.791, 15.00, 0.00, 0.00, 0.000, 0.000
5567.000, 18461.219, 0.000, 0.000, 9504.949, 9504.949, 15.00, 0.00, 0.00, 0.000, 0.000
5568.000, 18480.636, 0.000, 0.000, 9503.105, 9503.105, 15.00, 0.00, 0.00, 0.000, 0.000
5569.000, 18500.052, 0.000, 0.000, 9501.259, 9501.259, 15.00, 0.00, 0.00, 0.000, 0.000
5570.000, 18519.466, 0.000, 0.000, 9499.411, 9499.411, 15.00, 0.00, 0.00, 0.000, 0.000
5571.000, 18538.878, 0.000, 0.000, 9497.561, 9497.561, 15.00, 0.00, 0.00, 0.000, 0.000
5572.000, 18558.288, 0.000, 0.000, 9495.709, 9495.709, 15.00, 0.00, 0.00, 0.000, 0.000
5573.000, 18577.697, 0.000, 0.000, 9493.855, 9493.855, 15.00, 0.00, 0.00, 0.000, 0.000
5574.000, 18597.103, 0.000, 0.000, 9491.999, 9491.999, 15.00, 0.00, 0.00, 0.000, 0.000
5575.000, 18616.508, 0.000, 0.000, 9490.142, 9490.142, 15.00, 0.00, 0.00, 0.000, 0.000
5576.000, 18635.911, 0.000, 0.000, 9488.282, 9488.282, 15.00, 0.00, 0.00, 0.000, 0.000
5577.000, 18655.312, 0.000, 0.000, 9486.420, 9486.420, 15.00, 0.00, 0.00, 0.000, 0.000
5578.000, 18674.712, 0.000, 0.000, 9484.557, 9484.557, 15.00, 0.00, 0.00, 0.000, 0.000
5579.000, 18694.109, 0.000, 0.000, 9482.691, 9482.691, 15.00, 0.00, 0.00, 0.000, 0.000
5580.000, 18713.505, 0.000, 0.000, 9480.824, 9480.824, 15.00, 0.00, 0.00, 0.000, 0.000
5581.000, 18732.899, 0.000, 0.000, 9478.955, 9478.955, 15.00, 0.00, 0.00, 0.000, 0.000
5582.000, 18752.291, 0.000, 0.000, 9477.083, 9477.083, 15.00, 0.00, 0.00, 0.000, 0.000
5583.000, 18771.681, 0.000, 0.000, 9475.210, 9475.210, 15.00, 0.00, 0.00, 0.000, 0.000
5584.000, 18791.069, 0.000, 0.000, 9473.335, 9473.335, 15.00, 0.00, 0.00, 0.000, 0.000
5585.000, 18810.456, 0.000, 0.000, 9471.458, 9471.458, 15.00, 0.00, 0.00, 0.000, 0.000
5586.000, 18829.841, 0.000, 0.000, 9469.579, 9469.579, 15.00, 0.00, 0.00, 0.000, 0.000
5587.000, 18849.223, 0.000, 0.000, 9467.698, 9467.698, 15.00, 0.00, 0.00, 0.000, 0.000
5588.000, 18868.604, 0.000, 0.000, 9465.815, 9465.815, 15.00, 0.00, 0.00, 0.000, 0.000
5589.000, 18887.983, 0.000, 0.000, 9463.930, 9463.930, 15.00, 0.00, 0.00, 0.000, 0.000
5590.000, 18907.361, 0.000, 0.000, 9462.043, 9462.043, 15.00, 0.00, 0.00, 0.000, 0.000
5591.000, 18926.736, 0.000, 0.000, 9460.154, 9460.154, 15.00, 0.00, 0.00, 0.000, 0.000
5592.000, 18946.110, 0.000, 0.000, 9458.264, 9458.264, 15.00, 0.00, 0.00, 0.000, 0.000
5593.000, 18965.481, 0.000, 0.000, 9456.371, 9456.371, 15.00, 0.00, 0.00, 0.000, 0.000
5594.000, 18984.851, 0.000, 0.000, 9454.477, 9454.477, 15.00, 0.00, 0.00, 0.000, 0.000
5595.000, 19004.219, 0.000, 0.000, 9452.580, 9452.580, 15.00, 0.00, 0.00, 0.000, 0.000
5596.000, 19023.585, 0.000, 0.000, 9450.682, 9450.682, 15.00, 0.00, 0.00, 0.000, 0.000
5597.000, 19042.950, 0.000, 0.000, 9448.781, 9448.781, 15.00, 0.00, 0.00, 0.000, 0.000
5598.000, 19062.312, 0.000, 0.000, 9446.879, 9446.879, 15.00, 0.00, 0.00, 0.000, 0.000
5599.000, 19081.672, 0.000, 0.000, 9444.975, 9444.975, 15.00, 0.00, 0.00, 0.000, 0.000
5600.000, 19101.031, 0.000, 0.000, 9443.069, 9443.069, 15.00, 0.00, 0.00, 0.000, 0.000
5601.000, 19120.388, 0.000, 0.000, 9441.161, 9441.161, 15.00, 0.00, 0.00, 0.000, 0.000
5602.000, 19139.743, 0.000, 0.000, 9439.251, 9439.251, 15.00, 0.00, 0.00, 0.000, 0.000
5603.000, 19159.096, 0.000, 0.000, 9437.339, 9437.339, 15.00, 0.00, 0.00, 0.000, 0.000
5604.000, 19178.447, 0.000, 0.000, 9435.425, 9435.425, 15.00, 0.00, 0.00, 0.000, 0.000
5605.000, 19197.796, 0.000, 0.000, 9433.509, 9433.509, 15.00, 0.00, 0.00, 0.000, 0.000
5606.000, 19217.144, 0.000, 0.000, 9431.591, 9431.591, 15.00, 0.00, 0.00, 0.000, 0.000
5607.000, 19236.489, 0.000, 0.000, 9429.671, 9429.671, 15.00, 0.00, 0.00, 0.000, 0.000
5608.000, 19255.833, 0.000, 0.000, 9427.750, 9427.750, 15.00, 0.00, 0.00, 0.000, 0.000
5609.000, 19275.174, 0.000, 0.000, 9425.826, 9425.826, 15.00, 0.00, 0.00, 0.000, 0.000
5610.000, 19294.514, 0.000, 0.000, 9423.901, 9423.901, 15.00, 0.00, 0.00, 0.000, 0.000
5611.000, 19313.852, 0.000, 0.000, 9421.973, 9421.973, 15.00, 0.00, 0.00, 0.000, 0.000
5612.000, 19333.188, 0.000, 0.000, 9420.044, 9420.044, 15.00, 0.00, 0.00, 0.000, 0.000
5613.000, 19352.523, 0.000, 0.000, 9418.112, 9418.112, 15.00, 0.00, 0.00, 0.000, 0.000
5614.000, 19371.855, 0.000, 0.000, 9416.179, 9416.179, 15.00, 0.00, 0.00, 0.000, 0.000
5615.000, 19391.185, 0.000, 0.000, 9414.244, 9414.244, 15.00, 0.00, 0.00, 0.000, 0.000
5616.000, 19410.514, 0.000, 0.000, 9412.307, 9412.307, 15.00, 0.00, 0.00, 0.000, 0.000
5617.000, 19429.840, 0.000, 0.000, 9410.368, 9410.368, 15.00, 0.00, 0.00, 0.000, 0.000
5618.000, 19449.165, 0.000, 0.000, 9408.427, 9408.427, 15.00, 0.00, 0.00, 0.000, 0.000
5619.000, 19468.488, 0.000, 0.000, 9406.484, 9406.484, 15.00, 0.00, 0.00, 0.000, 0.000
5620.000, 19487.808, 0.000, 0.000, 9404.539, 9404.539, 15.00, 0.00, 0.00, 0.000, 0.000
5621.000, 19507.127, 0.000, 0.000, 9402.592, 9402.592, 15.00, 0.00, 0.00, 0.000, 0.000
5622.000, 19526.444, 0.000, 0.000, 9400.644, 9400.644, 15.00, 0.00, 0.00, 0.000, 0.000
5623.000, 19545.760, 0.000, 0.000, 9398.693, 9398.693, 15.00, 0.00, 0.00, 0.000, 0.000
5624.000, 19565.073, 0.000, 0.000, 9396.740, 9396.740, 15.00, 0.00, 0.00, 0.000, 0.000
5625.000, 19584.384, 0.000, 0.000, 9394.786, 9394.786, 15.00, 0.00, 0.00, 0.000, 0.000
5626.000, 19603.693, 0.000, 0.000, 9392.829, 9392.829, 15.00, 0.00, 0.00, 0.000, 0.000
5627.000, 19623.001, 0.000, 0.000, 9390.871, 9390.871, 15.00, 0.00, 0.00, 0.000, 0.000
5628.000, 19642.306, 0.000, 0.000, 9388.911, 9388.911, 15.00, 0.00, 0.00, 0.000, 0.000
5629.000, 19661.610, 0.000, 0.000, 9386.948, 9386.948, 15.00, 0.00, 0.00, 0.000, 0.000
5630.000, 19680.912, 0.000, 0.000, 9384.984, 9384.984, 15.00, 0.00, 0.00, 0.000, 0.000
5631.000, 19700.211, 0.000, 0.000, 9383.018, 9383.018, 15.00, 0.00, 0.00, 0.000, 0.000
5632.000, 19719.509, 0.000, 0.000, 9381.050, 9381.050, 15.00, 0.00, 0.00, 0.000, 0.000
5633.000, 19738.805, 0.000, 0.000, 9379.080, 9379.080, 15.00, 0.00, 0.00, 0.000, 0.000
5634.000, 19758.099, 0.000, 0.000, 9377.108, 9377.108, 15.00, 0.00, 0.00, 0.000, 0.000
5635.000, 19777.391, 0.000, 0.000, 9375.135, 9375.135, 15.00, 0.00, 0.00, 0.000, 0.000
5636.000, 19796.681, 0.000, 0.000, 9373.159, 9373.159, 15.00, 0.00, 0.00, 0.000, 0.000
5637.000, 19815.969, 0.000, 0.000, 9371.181, 9371.181, 15.00, 0.00, 0.00, 0.000, 0.000
5638.000, 19835.255, 0.000, 0.000, 9369.202, 9369.202, 15.00, 0.00, 0.00, 0.000, 0.000
5639.000, 19854.540, 0.000, 0.000, 9367.220, 9367.220, 15.00, 0.00, 0.00, 0.000, 0.000
5640.000, 19873.822, 0.000, 0.000, 9365.237, 9365.237, 15.00, 0.00, 0.00, 0.000, 0.000
5641.000, 19893.102, 0.000, 0.000, 9363.251, 9363.251, 15.00, 0.00, 0.00, 0.000, 0.000
5642.000, 19912.381, 0.000, 0.000, 9361.264, 9361.264, 15.00, 0.00, 0.00, 0.000, 0.000
5643.000, 19931.657, 0.000, 0.000, 9359.275, 9359.275, 15.00, 0.00, 0.00, 0.000, 0.000
5644.000, 19950.932, 0.000, 0.000, 9357.283, 9357.283, 15.00, 0.00, 0.00, 0.000, 0.000
5645.000, 19970.204, 0.000, 0.000, 9355.290, 9355.290, 15.00, 0.00, 0.00, 0.000, 0.000
5646.000, 19989.475, 0.000, 0.000, 9353.295, 9353.295, 15.00, 0.00, 0.00, 0.000, 0.000
5647.000, 20008.743, 0.000, 0.000, 9351.298, 9351.298, 15.00, 0.00, 0.00, 0.000, 0.000
5648.000, 20028.010, 0.000, 0.000, 9349.300, 9349.300, 15.00, 0.00, 0.00, 0.000, 0.000
5649.000, 20047.275, 0.000, 0.000, 9347.299, 9347.299, 15.00, 0.00, 0.00, 0.000, 0.000
5650.000, 20066.538, 0.000, 0.000, 9345.296, 9345.296, 15.00, 0.00, 0.00, 0.000, 0.000
5651.000, 20085.798, 0.000, 0.000, 9343.291, 9343.291, 15.00, 0.00, 0.00, 0.000, 0.000
5652.000, 20105.057, 0.000, 0.000, 9341.285, 9341.285, 15.00, 0.00, 0.00, 0.000, 0.000
5653.000, 20124.314, 0.000, 0.000, 9339.276, 9339.276, 15.00, 0.00, 0.00, 0.000, 0.000
5654.000, 20143.569, 0.000, 0.000, 9337.266, 9337.266, 15.00, 0.00, 0.00, 0.000, 0.000
5655.000, 20162.822, 0.000, 0.000, 9335.253, 9335.253, 15.00, 0.00, 0.00, 0.000, 0.000
5656.000, 20182.073, 0.000, 0.000, 9333.239, 9333.239, 15.00, 0.00, 0.00, 0.000, 0.000
5657.000, 20201.321, 0.000, 0.000, 9331.223, 9331.223, 15.00, 0.00, 0.00, 0.000, 0.000
5658.000, 20220.568, 0.000, 0.000, 9329.205, 9329.205, 15.00, 0.00, 0.00, 0.000, 0.000
5659.000, 20239.813, 0.000, 0.000, 9327.185, 9327.185, 15.00, 0.00, 0.00, 0.000, 0.000
5660.000, 20259.056, 0.000, 0.000, 9325.163, 9325.163, 15.00, 0.00, 0.00, 0.000, 0.000
5661.000, 20278.297, 0.000, 0.000, 9323.139, 9323.139, 15.00, 0.00, 0.00, 0.000, 0.000
5662.000, 20297.536, 0.000, 0.000, 9321.113, 9321.113, 15.00, 0.00, 0.00, 0.000, 0.000
5663.000, 20316.773, 0.000, 0.000, 9319.085, 9319.085, 15.00, 0.00, 0.00, 0.000, 0.000
5664.000, 20336.008, 0.000, 0.000, 9317.056, 9317.056, 15.00, 0.00, 0.00, 0.000, 0.000
5665.000, 20355.241, 0.000, 0.000, 9315.024, 9315.024, 15.00, 0.00, 0.00, 0.000, 0.000
5666.000, 20374.473, 0.000, 0.000, 9312.991, 9312.991, 15.00, 0.00, 0.00, 0.000, 0.000
5667.000, 20393.702, 0.000, 0.000, 9310.955, 9310.955, 15.00, 0.00, 0.00, 0.000, 0.000
5668.000, 20412.929, 0.000, 0.000, 9308.918, 9308.918, 15.00, 0.00, 0.00, 0.000, 0.000
5669.000, 20432.154, 0.000, 0.000, 9306.878, 9306.878, 15.00, 0.00, 0.00, 0.000, 0.000
5670.000, 20451.377, 0.000, 0.000, 9304.837, 9304.837, 15.00, 0.00, 0.00, 0.000, 0.000
5671.000, 20470.598, 0.000, 0.000, 9302.794, 9302.794, 15.00, 0.00, 0.00, 0.000, 0.000
5672.000, 20489.817, 0.000, 0.000, 9300.749, 9300.749, 15.00, 0.00, 0.00, 0.000, 0.000
5673.000, 20509.034, 0.000, 0.000, 9298.702, 9298.702, 15.00, 0.00, 0.00, 0.000, 0.000
5674.000, 20528.249, 0.000, 0.000, 9296.653, 9296.653, 15.00, 0.00, 0.00, 0.000, 0.000
5675.000, 20547.462, 0.000, 0.000, 9294.602, 9294.602, 15.00, 0.00, 0.00, 0.000, 0.000
5676.000, 20566.673, 0.000, 0.000, 9292.550, 9292.550, 15.00, 0.00, 0.00, 0.000, 0.000
5677.000, 20585.882, 0.000, 0.000, 9290.495, 9290.495, 15.00, 0.00, 0.00, 0.000, 0.000
5678.000, 20605.089, 0.000, 0.000, 9288.438, 9288.438, 15.00, 0.00, 0.00, 0.000, 0.000
5679.000, 20624.294, 0.000, 0.000, 9286.380, 9286.380, 15.00, 0.00, 0.00, 0.000, 0.000
5680.000, 20643.497, 0.000, 0.000, 9284.319, 9284.319, 15.00, 0.00, 0.00, 0.000, 0.000
5681.000, 20662.698, 0.000, 0.000, 9282.257, 9282.257, 15.00, 0.00, 0.00, 0.000, 0.000
5682.000, 20681.896, 0.000, 0.000, 9280.193, 9280.193, 15.00, 0.00, 0.00, 0.000, 0.000
5683.000, 20701.093, 0.000, 0.000, 9278.127, 9278.127, 15.00, 0.00, 0.00, 0.000, 0.000
5684.000, 20720.288, 0.000, 0.000, 9276.058, 9276.058, 15.00, 0.00, 0.00, 0.000, 0.000
5685.000, 20739.481, 0.000, 0.000, 9273.988, 9273.988, 15.00, 0.00, 0.00, 0.000, 0.000
5686.000, 20758.672, 0.000, 0.000, 9271.916, 9271.916, 15.00, 0.00, 0.00, 0.000, 0.000
5687.000, 20777.860, 0.000, 0.000, 9269.843, 9269.843, 15.00, 0.00, 0.00, 0.000, 0.000
5688.000, 20797.047, 0.000, 0.000, 9267.767, 9267.767, 15.00, 0.00, 0.00, 0.000, 0.000
5689.000, 20816.232, 0.000, 0.000, 9265.689, 9265.689, 15.00, 0.00, 0.00, 0.000, 0.000
5690.000, 20835.414, 0.000, 0.000, 9263.609, 9263.609, 15.00, 0.00, 0.00, 0.000, 0.000
5691.000, 20854.595, 0.000, 0.000, 9261.528, 9261.528, 15.00, 0.00, 0.00, 0.000, 0.000
5692.000, 20873.773, 0.000, 0.000, 9259.444, 9259.444, 15.00, 0.00, 0.00, 0.000, 0.000
5693.000, 20892.950, 0.000, 0.000, 9257.359, 9257.359, 15.00, 0.00, 0.00, 0.000, 0.000
5694.000, 20912.124, 0.000, 0.000, 9255.272, 9255.272, 15.00, 0.00, 0.00, 0.000, 0.000
5695.000, 20931.297, 0.000, 0.000, 9253.183, 9253.183, 15.00, 0.00, 0.00, 0.000, 0.000
5696.000, 20950.467, 0.000, 0.000, 9251.091, 9251.091, 15.00, 0.00, 0.00, 0.000, 0.000
5697.000, 20969.635, 0.000, 0.000, 9248.998, 9248.998, 15.00, 0.00, 0.00, 0.000, 0.000
5698.000, 20988.801, 0.000, 0.000, 9246.903, 9246.903, 15.00, 0.00, 0.00, 0.000, 0.000
5699.000, 21007.966, 0.000, 0.000, 9244.807, 9244.807, 15.00, 0.00, 0.00, 0.000, 0.000
5700.000, 21027.128, 0.000, 0.000, 9242.708, 9242.708, 15.00, 0.00, 0.00, 0.000, 0.000
5701.000, 21046.288, 0.000, 0.000, 9240.607, 9240.607, 15.00, 0.00, 0.00, 0.000, 0.000
5702.000, 21065.446, 0.000, 0.000, 9238.504, 9238.504, 15.00, 0.00, 0.00, 0.000, 0.000
5703.000, 21084.602, 0.000, 0.000, 9236.400, 9236.400, 15.00, 0.00, 0.00, 0.000, 0.000
5704.000, 21103.755, 0.000, 0.000, 9234.293, 9234.293, 15.00, 0.00, 0.00, 0.000, 0.000
5705.000, 21122.907, 0.000, 0.000, 9232.185, 9232.185, 15.00, 0.00, 0.00, 0.000, 0.000
5706.000, 21142.057, 0.000, 0.000, 9230.075, 9230.075, 15.00, 0.00, 0.00, 0.000, 0.000
5707.000, 21161.204, 0.000, 0.000, 9227.963, 9227.963, 15.00, 0.00, 0.00, 0.000, 0.000
5708.000, 21180.350, 0.000, 0.000, 9225.848, 9225.848, 15.00, 0.00, 0.00, 0.000, 0.000
5709.000, 21199.494, 0.000, 0.000, 9223.732, 9223.732, 15.00, 0.00, 0.00, 0.000, 0.000
5710.000, 21218.635, 0.000, 0.000, 9221.614, 9221.614, 15.00, 0.00, 0.00, 0.000, 0.000
5711.000, 21237.774, 0.000, 0.000, 9219.495, 9219.495, 15.00, 0.00, 0.00, 0.000, 0.000
5712.000, 21256.911, 0.000, 0.000, 9217.373, 9217.373, 15.00, 0.00, 0.00, 0.000, 0.000
5713.000, 21276.047, 0.000, 0.000, 9215.249, 9215.249, 15.00, 0.00, 0.00, 0.000, 0.000
5714.000, 21295.180, 0.000, 0.000, 9213.124, 9213.124, 15.00, 0.00, 0.00, 0.000, 0.000
5715.000, 21314.311, 0.000, 0.000, 9210.996, 9210.996, 15.00, 0.00, 0.00, 0.000, 0.000
5716.000, 21333.440, 0.000, 0.000, 9208.867, 9208.867, 15.00, 0.00, 0.00, 0.000, 0.000
5717.000, 21352.566, 0.000, 0.000, 9206.735, 9206.735, 15.00, 0.00, 0.00, 0.000, 0.000
5718.000, 21371.691, 0.000, 0.000, 9204.602, 9204.602, 15.00, 0.00, 0.00, 0.000, 0.000
5719.000, 21390.814, 0.000, 0.000, 9202.467, 9202.467, 15.00, 0.00, 0.00, 0.000, 0.000
5720.000, 21409.934, 0.000, 0.000, 9200.330, 9200.330, 15.00, 0.00, 0.00, 0.000, 0.000
5721.000, 21429.053, 0.000, 0.000, 9198.191, 9198.191, 15.00, 0.00, 0.00, 0.000, 0.000
5722.000, 21448.169, 0.000, 0.000, 9196.050, 9196.050, 15.00, 0.00, 0.00, 0.000, 0.000
5723.000, 21467.283, 0.000, 0.000, 9193.907, 9193.907, 15.00, 0.00, 0.00, 0.000, 0.000
5724.000, 21486.395, 0.000, 0.000, 9191.762, 9191.762, 15.00, 0.00, 0.00, 0.000, 0.000
5725.000, 21505.505, 0.000, 0.000, 9189.616, 9189.616, 15.00, 0.00, 0.00, 0.000, 0.000
5726.000, 21524.613, 0.000, 0.000, 9187.467, 9187.467, 15.00, 0.00, 0.00, 0.000, 0.000
